ID,Paved Drive,BsmtExposure,BsmtUnfinishedArea,ProximityToMainRoad2,KitchenQuality,SaleCondition,LivingArea,Lot Config,FenceQuality,SaleType,HalfBaths,Neighborhood,HeatingQuality,LotFrontage,RoofMaterial,Exterior1,Foundation,HouseType,YearRemodelled,MasVnrArea,Misc Feature,GarageFinish,ExteriorQual,UtilitiesAvailable,HouseStyle,MasVnrType,FireplaceQuality,EnclosedPorchArea,BsmtCondition,PoolSize,BsmtHeight,BsmtFullBaths,ScreenPorchArea,Misc,BsmtFinishType2,TotalRooms,YearBuilt,YearSold,BsmtFinish2Area,PoolQuality,OpenPorchArea,Fireplaces,RoofType,Functional,ExteriorCond,GarageCondition,TotalBsmtArea,Electrical,SeasonPorchArea,LowQualityFinishArea,ProximityToMainRoad,BsmtHalfBaths,GarageQuality,WoodDeckArea,ZoningClass,Bedrooms,TypeOfAlleyAccess,FullBaths,OverallRating,BsmtFinishType1,TypeOfRoadAccess,MonthSold,GarageCars,Shape,Flatness,HeatingType,Central Air,SlopeOfProperty,Exterior2,GarageArea,BsmtFinish1Area,Quality,GarageType,LotSize,Kitchens,GarageYearBuilt,BuildingClass,2ndFloorArea,1stFloorArea,SalePrice
47,Y,Gd,309.0,Norm,TA,Normal,1040,CulDSac,GdPrv,WD ,0,Sawyer,Fa,,CompShg,HdBoard,CBlock,1Fam,1978,200.0,,Unf,TA,AllPub,SLvl,BrkFace,Fa,0,Gd,0,TA,1.0,180,0,Unf,6,1978,2006,0.0,,0,1,Gable,Typ,TA,TA,1167.0,SBrkr,0,0,Norm,0.0,TA,131,RL,3,,1,6,GLQ,Pave,7,2.0,IR1,Lvl,GasA,Y,Gtl,HdBoard,616.0,858.0,6,Detchd,7176,1,1979.0,80,252,2084,193906
48,Y,No,855.0,Norm,TA,Normal,1118,Inside,,WD ,0,OldTown,TA,40.0,CompShg,Stucco,BrkTil,1Fam,1950,0.0,,Unf,TA,AllPub,1.5Fin,None,,0,TA,0,Fa,0.0,0,0,Unf,6,1920,2006,0.0,,0,0,Gable,Typ,TA,TA,855.0,FuseA,0,0,Norm,0.0,TA,0,RM,2,,1,8,Unf,Pave,10,2.0,Reg,Lvl,GasA,Y,Gtl,Stucco,440.0,0.0,6,Detchd,4400,1,1990.0,50,636,1778,144956
49,N,Mn,1457.0,Norm,TA,Normal,1298,CulDSac,,COD,0,Edwards,Ex,,CompShg,Wd Sdng,CBlock,1Fam,1964,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0.0,0,0,Unf,5,1964,2010,0.0,,144,0,Gable,Typ,Fa,Fa,1457.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,2,3,Unf,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,Wd Sdng,504.0,0.0,5,Detchd,11200,1,1964.0,20,252,2342,142756
50,Y,No,778.0,Norm,TA,Abnorml,1235,Inside,GdWo,WD ,0,NAmes,TA,85.0,CompShg,HdBoard,CBlock,1Fam,1961,203.0,,Unf,TA,AllPub,1Story,BrkCmn,,0,TA,0,TA,0.0,0,0,Unf,6,1961,2006,0.0,,0,0,Hip,Typ,TA,TA,1442.0,SBrkr,0,0,Norm,0.0,TA,0,RL,2,,1,3,Rec,Pave,12,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,480.0,664.0,5,Attchd,8500,1,1961.0,20,252,2279,125816
51,Y,No,251.0,Norm,TA,Normal,816,Corner,,WD ,0,NAmes,TA,73.0,CompShg,WdShing,CBlock,1Fam,1957,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,1.0,0,0,Unf,5,1957,2006,0.0,,0,0,Gable,Typ,TA,TA,1023.0,FuseA,0,0,Norm,0.0,TA,0,RL,2,,1,7,GLQ,Pave,7,1.0,IR1,Lvl,GasA,Y,Gtl,Wd Shng,308.0,772.0,5,Detchd,7100,1,1957.0,20,252,1860,160246
52,Y,No,710.0,Norm,TA,Abnorml,1601,Inside,,COD,0,NWAmes,TA,82.0,CompShg,Plywood,CBlock,1Fam,1978,206.0,,RFn,TA,AllPub,1Story,BrkFace,TA,0,TA,0,Gd,0.0,0,0,Unf,7,1978,2009,0.0,,0,1,Gable,Typ,TA,TA,1478.0,SBrkr,0,0,RRAn,0.0,TA,0,RL,3,,2,5,ALQ,Pave,4,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,478.0,768.0,7,Attchd,11880,1,1978.0,20,252,2645,190056
53,Y,No,383.0,Norm,Gd,Abnorml,1790,Inside,,WD ,1,CollgCr,Ex,68.0,CompShg,VinylSd,PConc,1Fam,1999,158.0,,RFn,Gd,AllPub,2Story,BrkFace,,0,TA,0,Gd,1.0,0,0,Unf,7,1999,2008,0.0,,88,0,Gable,Typ,TA,TA,1080.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,2,5,GLQ,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,588.0,697.0,7,Attchd,9179,1,1999.0,60,1160,1926,229656
54,Y,Av,583.0,Norm,Ex,Normal,1593,Inside,,WD ,1,StoneBr,Ex,41.0,CompShg,CemntBd,PConc,TwnhsE,2002,0.0,,Fin,Gd,AllPub,1Story,None,Gd,0,TA,0,Ex,1.0,224,0,Unf,5,2001,2008,0.0,,120,1,Gable,Typ,TA,TA,1800.0,SBrkr,0,0,Norm,0.0,TA,0,RL,0,,1,5,GLQ,Pave,8,2.0,Reg,Lvl,GasA,Y,Gtl,CmentBd,682.0,1217.0,8,Attchd,4923,1,2001.0,120,252,2637,331956
55,Y,No,1231.0,Norm,Ex,Normal,1565,Inside,,WD ,0,NridgHt,Ex,48.0,CompShg,MetalSd,PConc,TwnhsE,2005,278.0,,RFn,Ex,AllPub,1Story,BrkFace,Gd,0,TA,0,Ex,1.0,0,0,Unf,6,2005,2006,0.0,,56,1,Hip,Typ,TA,TA,1767.0,SBrkr,0,0,Norm,0.0,TA,196,RL,2,,2,5,GLQ,Pave,3,2.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,556.0,536.0,9,Attchd,5911,1,2005.0,120,252,2609,328106
56,Y,Mn,306.0,Norm,Ex,Normal,2541,Inside,,WD ,1,StoneBr,Ex,98.0,CompShg,VinylSd,PConc,1Fam,2005,146.0,,Fin,Gd,AllPub,2Story,Stone,Gd,0,TA,0,Ex,1.0,0,0,Unf,10,2005,2007,0.0,,32,1,Hip,Typ,TA,TA,1356.0,SBrkr,0,0,Norm,0.0,TA,120,RL,4,,3,5,GLQ,Pave,7,3.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,729.0,1050.0,8,BuiltIn,12328,1,2005.0,60,1629,2208,401547
57,Y,Av,904.0,Norm,Gd,Normal,1484,Inside,,WD ,0,CollgCr,Ex,70.0,CompShg,VinylSd,PConc,1Fam,2005,109.0,,RFn,Gd,AllPub,1Story,BrkFace,,0,TA,0,Gd,1.0,0,0,Unf,7,2004,2010,0.0,,35,0,Gable,Typ,TA,TA,1680.0,SBrkr,144,0,Norm,0.0,TA,0,RL,3,,2,5,GLQ,Pave,5,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,606.0,776.0,7,Attchd,8400,1,2004.0,20,252,2528,251656
58,Y,No,1433.0,Norm,Fa,Normal,1466,Inside,,WD ,1,Edwards,TA,134.0,CompShg,HdBoard,CBlock,1Fam,1959,132.0,,Fin,TA,AllPub,1Story,BrkFace,Gd,0,TA,0,TA,0.0,100,0,Unf,6,1959,2006,0.0,,140,2,Gable,Typ,TA,TA,1673.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,4,BLQ,Pave,11,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,528.0,240.0,5,Attchd,17755,1,1959.0,20,252,2510,182246
59,Y,Mn,143.0,Norm,TA,Normal,1480,Inside,,WD ,0,Edwards,TA,60.0,CompShg,Wd Sdng,PConc,1Fam,1994,0.0,,Unf,TA,AllPub,1.5Fin,None,Gd,68,TA,0,TA,1.0,0,0,Unf,7,1951,2007,0.0,,0,1,Gable,Typ,TA,TA,1287.0,SBrkr,0,0,Norm,0.0,TA,0,RL,4,,1,6,LwQ,Pave,7,1.0,Reg,Lvl,GasA,N,Gtl,Wd Sdng,253.0,1144.0,5,Attchd,11100,1,1951.0,50,652,2124,167506
60,Y,No,173.0,Norm,TA,Normal,1145,Inside,GdWo,WD ,0,NAmes,Ex,55.0,CompShg,VinylSd,CBlock,1Fam,1956,0.0,,Unf,TA,AllPub,SLvl,None,,0,TA,0,Gd,0.0,0,0,Unf,6,1956,2006,0.0,,0,0,Gable,Min2,TA,TA,508.0,FuseA,0,0,Norm,0.0,TA,0,RL,3,,1,7,BLQ,Pave,9,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,684.0,335.0,5,Detchd,7700,1,1993.0,80,252,2189,157056
61,Y,Mn,143.0,Norm,TA,Normal,1368,Inside,,WD ,0,Edwards,TA,70.0,CompShg,MetalSd,CBlock,1Fam,1950,0.0,Shed,RFn,TA,AllPub,1Story,None,,211,TA,0,Fa,1.0,0,900,Unf,6,1950,2009,0.0,,41,0,Gable,Min1,TA,TA,1285.0,FuseA,0,0,Norm,0.0,TA,0,RL,3,,1,5,Rec,Pave,6,1.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,195.0,1142.0,5,Attchd,11767,1,1950.0,20,252,2412,149356
62,Y,No,1041.0,Norm,Gd,Normal,1384,Inside,,WD ,0,Gilbert,Gd,53.0,CompShg,HdBoard,PConc,1Fam,1997,0.0,,Unf,Gd,AllPub,1Story,None,,0,TA,0,Gd,1.0,0,0,Unf,7,1996,2008,0.0,,39,0,Gable,Typ,TA,TA,1555.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,2,5,GLQ,Pave,11,2.0,IR1,Lvl,GasA,Y,Gtl,HdBoard,404.0,514.0,5,Attchd,14137,1,1996.0,20,252,2428,213046
63,Y,Av,646.0,Norm,TA,Normal,1146,Inside,,WD ,0,NAmes,TA,83.0,CompShg,HdBoard,CBlock,1Fam,1963,379.0,,Unf,TA,AllPub,SLvl,BrkFace,Gd,0,TA,0,TA,0.0,0,0,Unf,6,1963,2006,0.0,,75,1,Gable,Typ,TA,TA,1290.0,SBrkr,0,0,Norm,1.0,TA,345,RL,3,,1,5,ALQ,Pave,6,1.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,294.0,644.0,6,Attchd,10184,1,1963.0,80,252,2190,198856
64,Y,No,619.0,Norm,Gd,Normal,2288,Inside,,WD ,2,NWAmes,Ex,,CompShg,HdBoard,PConc,1Fam,1992,283.0,,RFn,TA,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,0.0,156,0,Unf,8,1977,2009,0.0,,72,2,Hip,Typ,Gd,TA,1115.0,SBrkr,0,0,Norm,0.0,TA,321,RL,4,,1,7,GLQ,Pave,11,2.0,IR1,Lvl,GasA,Y,Gtl,HdBoard,520.0,496.0,7,Attchd,13774,1,1977.0,60,1224,2360,270356
65,Y,No,634.0,Norm,Gd,Normal,1848,Inside,,WD ,1,Somerst,Ex,68.0,CompShg,VinylSd,PConc,1Fam,2000,0.0,,RFn,Gd,AllPub,2Story,None,TA,0,TA,0,Gd,1.0,0,0,Unf,7,2000,2010,0.0,,184,1,Gable,Typ,TA,TA,1182.0,SBrkr,0,0,Norm,0.0,TA,280,FV,3,,2,5,GLQ,Pave,4,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,592.0,548.0,8,Attchd,7379,1,2000.0,60,1125,2019,296756
66,Y,No,584.0,Norm,Gd,Normal,2673,Inside,,WD ,1,NWAmes,TA,,CompShg,Plywood,CBlock,1Fam,1991,229.0,,RFn,TA,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,0.0,0,0,Unf,9,1980,2009,0.0,,84,1,Gable,Typ,TA,TA,1250.0,SBrkr,0,0,Norm,0.0,TA,178,RL,4,,2,7,ALQ,Pave,8,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,441.0,666.0,7,BuiltIn,12388,1,1980.0,60,1386,2583,291256
67,Y,No,462.0,Norm,Ex,Abnorml,2559,Inside,MnPrv,WD ,1,SawyerW,Ex,88.0,CompShg,HdBoard,CBlock,1Fam,1989,232.0,,RFn,Gd,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,0.0,168,0,Unf,9,1989,2006,0.0,,245,1,Gable,Typ,TA,TA,1075.0,SBrkr,0,0,Norm,0.0,TA,0,RL,4,,2,4,ALQ,Pave,11,2.0,IR1,Bnk,GasA,Y,Gtl,HdBoard,506.0,613.0,6,Attchd,12128,1,1989.0,60,1498,2357,247256
68,Y,No,823.0,Norm,Gd,Partial,1412,Inside,,New,1,Gilbert,Ex,73.0,CompShg,VinylSd,PConc,1Fam,2007,0.0,,Fin,TA,AllPub,2Story,None,Gd,0,TA,0,Gd,0.0,0,0,Unf,6,2006,2007,0.0,,36,1,Gable,Typ,TA,TA,823.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,2,5,Unf,Pave,3,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,432.0,0.0,6,BuiltIn,8499,1,2007.0,60,1048,1660,189981
69,Y,No,1101.0,Norm,TA,Normal,894,Inside,,WD ,0,NAmes,Gd,60.0,CompShg,MetalSd,CBlock,1Fam,1962,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0.0,0,0,Unf,5,1962,2009,0.0,,0,0,Hip,Typ,TA,TA,1101.0,SBrkr,0,0,PosN,0.0,TA,0,RL,2,,1,5,Unf,Pave,8,1.0,Reg,Lvl,GasA,N,Gtl,MetalSd,308.0,0.0,5,Detchd,6600,1,1962.0,20,252,1938,137806
70,Y,No,883.0,Norm,TA,Abnorml,1131,Inside,,WD ,1,OldTown,Ex,52.0,CompShg,Wd Sdng,CBlock,1Fam,1950,0.0,,Unf,TA,AllPub,1.5Fin,None,,0,TA,0,TA,0.0,0,0,Unf,5,1941,2009,0.0,,0,0,Gable,Typ,TA,TA,883.0,SBrkr,0,0,Artery,0.0,TA,26,RM,3,,1,6,Unf,Pave,8,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,200.0,0.0,5,Detchd,5720,1,1941.0,50,707,1720,90506
71,Y,No,792.0,Norm,TA,Normal,1436,Inside,,CWD,0,Crawfor,TA,53.0,CompShg,VinylSd,BrkTil,1Fam,1950,0.0,,Unf,TA,AllPub,2Story,None,Gd,0,TA,0,TA,0.0,0,0,Unf,7,1921,2007,0.0,,0,1,Gable,Typ,TA,TA,792.0,SBrkr,0,0,Norm,0.0,TA,184,RL,3,,1,7,Unf,Pave,4,1.0,Reg,Lvl,GasA,N,Gtl,VinylSd,228.0,0.0,6,Detchd,6720,1,1992.0,70,837,1895,173006
72,Y,No,1757.0,Norm,Gd,Partial,1550,Inside,,New,1,Somerst,Ex,30.0,CompShg,VinylSd,PConc,TwnhsE,2007,,,Fin,Gd,AllPub,1Story,,,0,TA,0,Gd,0.0,0,0,Unf,5,2006,2007,0.0,,102,0,Gable,Typ,TA,TA,1757.0,SBrkr,0,0,Norm,0.0,TA,0,FV,2,Pave,2,5,Unf,Pave,7,2.0,IR2,Lvl,GasA,Y,Gtl,VinylSd,528.0,0.0,8,Attchd,5330,1,2007.0,120,252,2594,245606
73,Y,No,558.0,Norm,Gd,Normal,1616,Inside,,WD ,0,StoneBr,Ex,39.0,CompShg,CemntBd,PConc,TwnhsE,1996,0.0,,RFn,Gd,AllPub,1Story,None,TA,0,TA,0,Gd,1.0,0,0,Unf,5,1995,2010,0.0,,152,1,Gable,Typ,TA,TA,1802.0,SBrkr,0,0,Norm,0.0,TA,237,RL,2,,2,5,GLQ,Pave,3,2.0,IR1,Lvl,GasA,Y,Gtl,CmentBd,608.0,1244.0,8,Attchd,5389,1,1995.0,120,252,2660,277506
74,Y,Mn,1302.0,Norm,Gd,Partial,1939,Inside,,New,1,Somerst,Gd,84.0,CompShg,VinylSd,PConc,1Fam,2006,0.0,,RFn,Gd,AllPub,2Story,None,Gd,0,TA,0,Gd,0.0,0,0,Unf,8,2006,2006,0.0,,51,1,Gable,Typ,TA,TA,1302.0,SBrkr,0,0,Norm,0.0,TA,192,FV,3,,2,5,Unf,Pave,8,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,1053.0,0.0,8,Attchd,10728,1,2006.0,60,1096,2139,309956
75,Y,Mn,286.0,Norm,Gd,Normal,2495,Inside,,WD ,1,NWAmes,Ex,80.0,CompShg,MetalSd,PConc,1Fam,1993,0.0,,Unf,TA,AllPub,2Story,None,TA,0,TA,0,Gd,1.0,0,0,Unf,9,1993,2010,0.0,,32,1,Gable,Typ,TA,TA,1487.0,SBrkr,0,0,Norm,0.0,TA,224,RL,4,,2,5,GLQ,Pave,3,2.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,660.0,1201.0,6,Attchd,10791,1,1993.0,60,1467,2324,285206
76,Y,Mn,737.0,Norm,TA,Normal,1094,Inside,,WD ,0,Edwards,Ex,85.0,CompShg,Wd Sdng,CBlock,1Fam,1953,216.0,,RFn,TA,AllPub,1Story,Stone,Gd,0,TA,0,TA,0.0,287,0,Unf,5,1953,2008,0.0,,0,2,Hip,Typ,TA,TA,1301.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,5,Rec,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,Wd Sdng,495.0,564.0,6,Attchd,10452,1,1953.0,20,252,2138,187856
77,Y,Mn,472.0,Norm,TA,Abnorml,1176,Inside,,WD ,0,Edwards,TA,73.0,CompShg,HdBoard,CBlock,1Fam,1969,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,Gd,1.0,112,0,Unf,5,1969,2006,0.0,,92,0,Gable,Typ,TA,TA,1383.0,SBrkr,0,0,Norm,0.0,TA,0,RL,2,,1,4,ALQ,Pave,12,1.0,Reg,HLS,GasA,Y,Gtl,Plywood,360.0,911.0,5,Attchd,16133,1,1969.0,20,252,2220,149246
78,Y,Av,239.0,Norm,TA,Normal,1141,Inside,,WD ,0,NAmes,Gd,80.0,CompShg,MetalSd,PConc,1Fam,1967,140.0,,Unf,TA,AllPub,SLvl,BrkFace,,0,TA,0,TA,1.0,0,0,Rec,6,1967,2006,443.0,,78,0,Gable,Typ,TA,TA,1348.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,7,ALQ,Pave,7,1.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,568.0,666.0,5,Attchd,9600,1,1967.0,80,252,2185,191156
79,Y,Mn,507.0,Norm,Gd,Partial,1314,Inside,,New,0,Somerst,Ex,72.0,CompShg,CemntBd,PConc,1Fam,2009,72.0,,RFn,Gd,AllPub,1Story,Stone,,0,TA,0,Gd,1.0,0,0,Unf,6,2009,2009,0.0,,112,0,Gable,Typ,TA,TA,1507.0,SBrkr,0,0,Norm,0.0,TA,135,FV,3,,2,5,GLQ,Pave,9,2.0,Reg,Lvl,GasA,Y,Gtl,CmentBd,552.0,1000.0,8,Attchd,8640,1,2009.0,20,252,2358,269757
80,Y,No,308.0,Norm,TA,Normal,1620,Corner,GdWo,WD ,0,Sawyer,Ex,,CompShg,Plywood,CBlock,1Fam,1993,0.0,,Unf,TA,AllPub,1Story,None,TA,0,TA,0,TA,1.0,0,0,Unf,8,1976,2009,0.0,,78,1,Gable,Min1,TA,TA,1488.0,SBrkr,0,0,Feedr,0.0,TA,120,RL,3,,2,4,BLQ,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,490.0,1180.0,4,Attchd,9991,1,1993.0,20,252,2664,182356
81,Y,Gd,404.0,Norm,Gd,Normal,1673,Inside,,WD ,0,CollgCr,Ex,,CompShg,VinylSd,PConc,1Fam,2000,0.0,,RFn,Gd,AllPub,1Story,None,TA,0,TA,0,TA,1.0,116,0,Unf,7,2000,2007,0.0,,113,1,Gable,Typ,TA,TA,1880.0,SBrkr,0,0,Norm,0.0,TA,306,RL,3,,2,5,GLQ,Pave,1,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,583.0,1476.0,7,Attchd,11354,1,2000.0,20,252,2717,314356
82,Y,No,1055.0,Norm,TA,Normal,1827,Inside,GdPrv,WD ,0,BrkSide,TA,69.0,CompShg,BrkComm,BrkTil,1Fam,1996,0.0,,Unf,TA,AllPub,2Story,None,Gd,42,TA,0,TA,0.0,0,0,Unf,9,1924,2006,0.0,,36,1,Gambrel,Typ,TA,TA,1055.0,SBrkr,0,0,Norm,0.0,Fa,27,RL,2,,1,7,Unf,Pave,5,1.0,IR1,Bnk,GasW,N,Gtl,Stucco,240.0,0.0,6,Detchd,11737,1,1943.0,70,1062,2061,240106
83,Y,No,1201.0,Norm,TA,Normal,2372,Corner,,WD ,0,OldTown,TA,60.0,CompShg,Wd Sdng,Stone,1Fam,1965,0.0,,RFn,TA,AllPub,2Story,None,,0,TA,0,TA,0.0,0,0,Unf,11,1892,2009,0.0,,287,0,Gable,Min2,TA,TA,1201.0,SBrkr,0,0,Norm,0.0,TA,0,RM,4,,2,4,Unf,Pave,12,1.0,Reg,Lvl,GasA,N,Gtl,Wd Sdng,432.0,0.0,5,Attchd,6600,2,1985.0,70,1246,2422,135606
84,Y,No,584.0,Norm,TA,Normal,1802,Inside,,WD ,1,Crawfor,Gd,54.0,CompShg,Stucco,BrkTil,1Fam,1950,0.0,,Unf,TA,AllPub,2Story,None,Gd,40,TA,0,Fa,0.0,0,0,Unf,9,1920,2006,0.0,,0,1,Gable,Typ,TA,TA,1000.0,SBrkr,0,0,Norm,0.0,Fa,0,RL,4,,1,6,LwQ,Pave,7,1.0,Reg,Lvl,GasA,Y,Gtl,Stucco,216.0,416.0,7,Detchd,7588,1,1920.0,70,1153,1945,237466
85,Y,Gd,1236.0,Norm,Gd,Normal,2250,Corner,,WD ,1,NridgHt,Ex,105.0,CompShg,VinylSd,PConc,1Fam,2002,232.0,,Fin,Gd,AllPub,2Story,BrkFace,Ex,0,TA,0,Gd,1.0,0,0,Unf,7,2002,2010,0.0,,130,1,Gable,Typ,TA,TA,1878.0,SBrkr,0,0,Norm,0.0,TA,238,RL,3,,2,5,GLQ,Pave,6,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,756.0,642.0,8,Attchd,13650,1,2002.0,60,815,2731,369356
86,Y,Av,143.0,Norm,TA,Normal,960,CulDSac,,WD ,0,Sawyer,Ex,,CompShg,VinylSd,CBlock,1Fam,2001,0.0,,Unf,TA,AllPub,SLvl,None,,0,Gd,0,TA,1.0,0,0,Unf,3,1965,2006,0.0,,0,0,Gable,Typ,Gd,TA,855.0,SBrkr,0,0,Norm,1.0,TA,88,RL,0,,0,9,GLQ,Pave,5,1.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,364.0,712.0,4,Attchd,10246,1,1965.0,80,252,2004,176856
87,Y,No,697.0,Norm,TA,Normal,1658,Inside,,WD ,1,Gilbert,Gd,,CompShg,HdBoard,PConc,1Fam,1996,0.0,,Fin,TA,AllPub,2Story,None,TA,0,TA,0,Gd,1.0,0,0,Unf,8,1995,2008,0.0,,84,1,Gable,Typ,TA,TA,980.0,SBrkr,0,0,Norm,0.0,TA,224,RL,3,,2,5,GLQ,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,431.0,283.0,6,Attchd,8000,1,1995.0,60,1137,1817,224156
88,Y,No,825.0,Norm,Gd,Normal,1620,CulDSac,,WD ,0,NWAmes,Ex,,CompShg,Plywood,CBlock,1Fam,1967,0.0,Shed,Unf,TA,AllPub,1Story,None,Gd,192,TA,0,TA,0.0,0,450,BLQ,8,1967,2008,335.0,,62,1,Gable,Typ,TA,TA,1827.0,SBrkr,0,0,Norm,0.0,TA,0,RL,4,,2,7,ALQ,Pave,8,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,578.0,667.0,7,Attchd,15387,1,1967.0,20,252,2664,253856
89,Y,No,961.0,Norm,TA,Normal,1383,Inside,,WD ,1,NAmes,TA,80.0,CompShg,Wd Sdng,CBlock,1Fam,1960,175.0,,RFn,TA,AllPub,1Story,BrkFace,,0,TA,0,TA,0.0,0,0,Unf,7,1960,2006,0.0,,45,0,Hip,Typ,TA,TA,1590.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,5,Rec,Pave,4,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,292.0,629.0,6,Attchd,11600,1,1960.0,20,252,2427,177131
90,Y,Av,877.0,Norm,Gd,Normal,1844,Inside,,WD ,0,Crawfor,Gd,,CompShg,Plywood,CBlock,1Fam,1969,312.0,,RFn,Gd,AllPub,1Story,BrkFace,TA,216,TA,0,TA,1.0,0,0,Unf,7,1969,2006,0.0,,73,1,Gable,Typ,Gd,TA,2051.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,2,5,Rec,Pave,12,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,540.0,1174.0,6,Attchd,16381,1,1969.0,20,252,2888,262656
91,Y,Av,333.0,Norm,Gd,Normal,1488,CulDSac,,WD ,0,Somerst,Ex,25.0,CompShg,MetalSd,PConc,TwnhsE,2005,0.0,,Fin,Gd,AllPub,1Story,None,Gd,0,TA,0,Ex,1.0,0,0,Unf,6,2004,2010,0.0,,50,1,Gable,Typ,TA,TA,1695.0,SBrkr,0,0,Norm,0.0,TA,168,FV,2,,2,5,GLQ,Pave,3,2.0,IR1,Lvl,GasA,Y,Gtl,MetalSd,506.0,1362.0,7,Attchd,4835,1,2004.0,120,252,2532,303356
92,Y,Av,1051.0,Norm,Gd,Normal,2088,Inside,,WD ,1,NridgHt,Ex,74.0,CompShg,VinylSd,PConc,1Fam,2007,108.0,,Fin,Ex,AllPub,2Story,Stone,Gd,0,TA,0,Gd,0.0,0,0,Unf,10,2007,2008,0.0,,24,1,Hip,Typ,TA,TA,1155.0,SBrkr,0,0,Norm,0.0,TA,100,RL,4,,2,5,GLQ,Pave,6,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,656.0,104.0,8,BuiltIn,8899,1,2007.0,60,1392,1992,292356
93,Y,Av,222.0,Norm,TA,Normal,1621,CulDSac,,WD ,0,NWAmes,TA,,CompShg,HdBoard,CBlock,1Fam,1975,161.0,,RFn,TA,AllPub,1Story,BrkFace,Fa,0,TA,0,Gd,1.0,490,0,LwQ,7,1975,2009,209.0,,0,2,Gable,Typ,TA,TA,1828.0,SBrkr,0,0,PosN,0.0,TA,0,RL,3,,2,7,ALQ,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,HdBoard,478.0,1397.0,5,Attchd,9373,1,1975.0,20,252,2665,251656
94,Y,No,402.0,Norm,TA,Normal,943,Inside,,WD ,0,Sawyer,TA,,CompShg,MetalSd,CBlock,1Fam,1967,323.0,,Unf,TA,AllPub,1Story,BrkFace,,0,TA,0,TA,1.0,0,0,BLQ,5,1967,2007,570.0,,0,0,Gable,Typ,Gd,TA,1150.0,SBrkr,0,0,Norm,0.0,TA,132,RL,2,,1,5,LwQ,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,MetalSd,528.0,178.0,5,Detchd,8398,1,1972.0,20,252,1987,165306
95,Y,No,1435.0,Norm,TA,Normal,1424,Corner,,WD ,0,SWISU,Ex,60.0,CompShg,WdShing,BrkTil,1Fam,1950,174.0,,Unf,TA,AllPub,1Story,BrkFace,Gd,90,TA,0,TA,0.0,0,0,Unf,7,1921,2008,0.0,,0,1,Gable,Typ,TA,TA,1435.0,SBrkr,0,0,Norm,0.0,TA,0,RL,2,,2,8,Unf,Pave,4,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Shng,312.0,0.0,7,Attchd,7290,1,1921.0,30,252,2468,202156
